city,state,place_name,category,mood,available_time_min,distance_km,visit_duration_min,preference_match,is_open,time_fit,distance_fit,suitability
Hampi,Karnataka,Virupaksha Temple,religious,nature,300,17.6,105,0.499,1,1,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,adventure,300,9.03,120,0.412,1,1,1,1
Ahmedabad,Gujarat,Lothal,historic,nature,300,8.86,165,0.482,1,1,1,1
Mumbai,Maharashtra,Elephanta Caves,historic,food,180,4.14,155,0.221,1,1,1,0
Nagpur,Maharashtra,Khindsi Lake,nature,culture,300,9.7,105,0.274,1,1,1,1
Lucknow,Uttar Pradesh,Residency Lucknow,historic,adventure,120,4.44,80,0.457,1,1,1,1
Ahmedabad,Gujarat,Sabarmati Ashram,historic,food,300,10.98,90,0.134,1,1,1,0
Chennai,Tamil Nadu,Fort St George,historic,adventure,180,0.94,105,0.402,1,1,1,1
Srinagar,Jammu and Kashmir,Mughal Gardens,garden,relax,60,2.69,75,0.968,1,0,1,1
Mysuru,Karnataka,Chamundi Hill,nature,food,480,2.5,140,0.264,1,1,1,1
Lucknow,Uttar Pradesh,Residency Lucknow,historic,relax,30,1.13,90,0.447,1,0,1,0
Varanasi,Uttar Pradesh,Sarnath,historic,culture,60,1.92,165,0.736,1,0,1,1
Srinagar,Jammu and Kashmir,Mughal Gardens,garden,nature,120,4.65,80,0.734,1,1,1,1
Gangtok,Sikkim,Tashi View Point,viewpoint,adventure,300,18.39,70,0.363,1,1,1,1
Kolkata,West Bengal,Howrah Bridge,monument,food,300,13.72,50,0.301,1,1,1,1
Darjeeling,West Bengal,Darjeeling Himalayan Railway,historic,culture,60,3.25,150,0.89,1,0,1,0
Agra,Uttar Pradesh,Agra Fort,fort,nature,480,8.82,100,0.366,1,1,1,1
Chennai,Tamil Nadu,Marina Beach,beach,food,180,0.53,105,0.093,1,1,1,0
Pune,Maharashtra,Shaniwar Wada,historic,culture,180,10.51,80,0.832,1,1,1,1
Mumbai,Maharashtra,Gateway of India,historic,food,480,18.48,100,0.33,1,1,1,0
Jaipur,Rajasthan,City Palace,historic,nature,60,3.8,100,0.464,1,0,1,0
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,food,300,17.09,65,0.267,1,1,1,1
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,nature,60,3.13,160,0.866,1,0,1,1
Lucknow,Uttar Pradesh,Bara Imambara,historic,explore,480,17.38,130,0.953,0,1,1,1
Goa,Goa,Basilica of Bom Jesus,religious,culture,480,29.08,85,0.729,0,1,1,1
Udaipur,Rajasthan,City Palace Udaipur,historic,relax,30,1.63,135,0.544,1,0,1,1
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,culture,300,10.47,95,0.365,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,nature,120,7.7,130,0.735,1,0,1,1
Kolkata,West Bengal,Maidan,park,explore,180,7.64,65,0.415,1,1,1,1
Bengaluru,Karnataka,Vidhana Soudha,monument,food,480,3.53,45,0.191,1,1,1,1
Udaipur,Rajasthan,Lake Pichola,lake,culture,300,13.23,80,0.225,1,1,1,0
Jaipur,Rajasthan,Jantar Mantar,museum,food,480,12.06,75,0.3,1,1,1,1
Nashik,Maharashtra,Panchvati,historic,culture,300,17.31,70,0.949,1,1,1,1
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,explore,480,9.92,60,0.125,1,1,1,0
Varanasi,Uttar Pradesh,Sarnath,historic,nature,480,2.82,155,0.148,1,1,1,1
Ahmedabad,Gujarat,Kankaria Lake,nature,relax,300,1.12,105,0.933,1,1,1,1
Hyderabad,Telangana,Qutb Shahi Tombs,historic,culture,60,4.21,105,0.766,1,0,1,1
Darjeeling,West Bengal,Tiger Hill,viewpoint,explore,180,5.47,125,0.752,1,1,1,1
Pune,Maharashtra,Raja Dinkar Kelkar Museum,museum,adventure,30,2.71,100,0.257,1,0,1,0
Goa,Goa,Dudhsagar Falls,nature,culture,120,2.93,265,0.118,1,0,1,0
Bengaluru,Karnataka,Bangalore Palace,historic,explore,480,23.24,95,0.831,1,1,1,1
Delhi,Delhi,Lotus Temple,religious,nature,30,0.86,80,0.531,1,0,1,0
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,explore,120,4.53,165,0.794,1,0,1,1
Nashik,Maharashtra,Panchvati,historic,explore,180,8.13,70,0.951,1,1,1,1
Mysuru,Karnataka,Mysuru Zoo,nature,nature,180,2.13,175,0.853,0,1,1,1
Hampi,Karnataka,Matanga Hill,nature,adventure,30,2.99,115,0.797,0,0,1,0
Jaipur,Rajasthan,City Palace,historic,relax,180,8.97,140,0.222,1,1,1,0
Kolkata,West Bengal,Maidan,park,relax,60,1.11,60,0.933,1,1,1,1
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,food,120,6.98,95,0.202,1,1,1,1
Hyderabad,Telangana,Golconda Fort,fort,nature,180,6.86,180,0.241,1,1,1,1
Lucknow,Uttar Pradesh,Bara Imambara,historic,adventure,300,1.49,110,0.171,1,1,1,1
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,relax,30,1.55,60,0.781,1,0,1,1
Mysuru,Karnataka,Mysore Palace,historic,explore,30,2.55,105,0.92,1,0,1,1
Chennai,Tamil Nadu,Marina Beach,beach,relax,30,1.57,75,0.974,0,0,1,1
Ahmedabad,Gujarat,Sidi Saiyyed Mosque,religious,explore,300,1.47,50,0.818,1,1,1,1
Chennai,Tamil Nadu,Guindy National Park,nature,explore,120,3.94,135,0.318,1,0,1,0
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,culture,30,2.56,75,0.87,1,0,1,1
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,nature,30,2.16,70,0.315,1,0,1,0
Amritsar,Punjab,Wagah Border,monument,relax,480,22.83,200,0.223,1,1,1,0
Gangtok,Sikkim,Rumtek Monastery,religious,explore,480,24.65,140,0.481,1,1,1,1
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,nature,480,27.28,55,0.51,1,1,1,1
Mysuru,Karnataka,Brindavan Gardens,garden,relax,30,2.14,95,0.944,1,0,1,1
Mumbai,Maharashtra,Marine Drive,viewpoint,culture,120,7.31,65,0.22,1,1,1,1
Ahmedabad,Gujarat,Lothal,historic,food,480,31.25,135,0.373,1,1,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,explore,120,2.24,170,0.913,1,0,1,1
Delhi,Delhi,Humayun's Tomb,historic,relax,60,2.43,80,0.9,1,0,1,1
Bengaluru,Karnataka,Bangalore Palace,historic,culture,30,0.53,85,0.977,1,0,1,1
Ahmedabad,Gujarat,Lothal,historic,culture,300,4.4,165,0.884,1,1,1,1
Jaipur,Rajasthan,City Palace,historic,culture,30,0.78,125,0.835,1,0,1,1
Delhi,Delhi,India Gate,monument,culture,300,11.85,50,0.934,1,1,1,1
Gangtok,Sikkim,Tashi View Point,viewpoint,food,120,6.05,70,0.06,1,1,1,1
Udaipur,Rajasthan,Jagdish Temple,religious,culture,180,9.2,65,0.839,1,1,1,1
Srinagar,Jammu and Kashmir,Pari Mahal,historic,relax,60,1.64,80,0.832,1,0,1,1
Nagpur,Maharashtra,Deekshabhoomi,monument,explore,480,2.5,50,0.249,1,1,1,1
Agra,Uttar Pradesh,Akbar's Tomb,historic,explore,60,2.22,85,0.793,1,0,1,1
Ahmedabad,Gujarat,Lothal,historic,explore,300,12.31,145,0.83,1,1,1,1
Gangtok,Sikkim,Tashi View Point,viewpoint,explore,300,10.62,70,0.972,1,1,1,1
Chennai,Tamil Nadu,Guindy National Park,nature,relax,120,1.24,120,0.877,1,1,1,1
Delhi,Delhi,Red Fort,historic,nature,30,2.28,95,0.417,1,0,1,0
Kolkata,West Bengal,St. Paul's Cathedral,religious,nature,30,1.15,55,0.454,1,0,1,0
Amritsar,Punjab,Wagah Border,monument,culture,180,11.08,160,0.927,1,1,1,1
Delhi,Delhi,Qutub Minar,historic,nature,480,32.3,120,0.297,1,1,1,1
Ahmedabad,Gujarat,Adalaj Stepwell,historic,food,60,3.37,80,0.086,1,0,1,0
Darjeeling,West Bengal,Padmaja Naidu Himalayan Zoological Park,nature,culture,180,1.46,150,0.312,1,1,1,1
Nagpur,Maharashtra,Seminary Hill,nature,food,60,4.11,50,0.066,1,1,1,1
Goa,Goa,Baga Beach,beach,food,300,10.89,115,0.329,0,1,1,1
Nagpur,Maharashtra,Seminary Hill,nature,relax,120,6.15,55,0.934,1,1,1,1
Gangtok,Sikkim,Tsomgo Lake,lake,nature,180,1.8,190,0.872,1,0,1,0
Gangtok,Sikkim,Tsomgo Lake,lake,adventure,30,1.71,210,0.904,1,0,1,1
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,relax,60,3.36,90,0.964,1,0,1,1
Delhi,Delhi,India Gate,monument,culture,180,7.98,65,0.857,1,1,1,1
Delhi,Delhi,Red Fort,historic,explore,480,23.76,120,0.804,1,1,1,1
Goa,Goa,Fort Aguada,fort,food,120,6.74,95,0.193,1,1,1,1
Ahmedabad,Gujarat,Kankaria Lake,nature,explore,480,2.83,85,0.809,1,1,1,1
Jaipur,Rajasthan,Nahargarh Fort,fort,relax,480,7.52,125,0.416,1,1,1,1
Nashik,Maharashtra,Pandavleni Caves,historic,explore,180,7.73,130,0.935,1,1,1,1
Udaipur,Rajasthan,Lake Pichola,lake,relax,300,13.56,100,0.737,1,1,1,1
Gangtok,Sikkim,Rumtek Monastery,religious,explore,120,5.39,115,0.171,1,1,1,0
Pune,Maharashtra,Shaniwar Wada,historic,adventure,60,4.61,75,0.279,1,0,1,0
Delhi,Delhi,Humayun's Tomb,historic,explore,300,1.01,95,0.382,0,1,1,0
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,food,120,5.31,70,0.272,1,1,1,1
Jaipur,Rajasthan,Jantar Mantar,museum,culture,180,5.66,100,0.739,1,1,1,1
Nashik,Maharashtra,Saptashrungi Temple,religious,food,60,3.26,145,0.057,1,0,1,0
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,food,60,1.3,65,0.119,1,0,1,0
Delhi,Delhi,Humayun's Tomb,historic,culture,180,4.52,95,0.778,1,1,1,1
Kolkata,West Bengal,Victoria Memorial,historic,culture,180,6.79,140,0.957,1,1,1,1
Kolkata,West Bengal,Victoria Memorial,historic,explore,480,13.67,140,0.815,1,1,1,1
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,nature,180,11.84,160,0.932,1,1,1,1
Agra,Uttar Pradesh,Agra Fort,fort,explore,480,29.68,115,0.805,1,1,1,1
Delhi,Delhi,Humayun's Tomb,historic,food,480,5.41,105,0.23,1,1,1,1
Nagpur,Maharashtra,Ambazari Lake,nature,adventure,120,7.58,75,0.221,1,1,1,1
Nashik,Maharashtra,Trimbakeshwar Temple,religious,explore,180,4.9,115,0.34,1,1,1,1
Kolkata,West Bengal,Victoria Memorial,historic,food,480,33.78,110,0.309,1,1,1,1
Udaipur,Rajasthan,Lake Pichola,lake,nature,60,1.85,85,0.77,1,0,1,1
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,explore,30,2.52,85,0.239,1,0,1,0
Mysuru,Karnataka,Brindavan Gardens,garden,adventure,30,1.22,80,0.145,1,0,1,0
Ahmedabad,Gujarat,Adalaj Stepwell,historic,food,180,3.96,70,0.302,0,1,1,0
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,food,300,0.76,100,0.107,1,1,1,0
Srinagar,Jammu and Kashmir,Mughal Gardens,garden,nature,480,7.6,95,0.742,1,1,1,1
Jaipur,Rajasthan,Jantar Mantar,museum,culture,480,1.62,100,0.775,1,1,1,1
Chennai,Tamil Nadu,Marina Beach,beach,relax,480,29.19,100,0.808,1,1,1,1
Pune,Maharashtra,Sinhagad Fort,fort,nature,30,1.94,160,0.886,0,0,1,1
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,food,480,17.87,80,0.183,1,1,1,0
Chennai,Tamil Nadu,Marina Beach,beach,food,120,2.11,75,0.094,1,1,1,0
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,explore,30,1.27,155,0.723,1,0,1,1
Chennai,Tamil Nadu,Guindy National Park,nature,relax,480,29.13,115,0.849,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,culture,30,2.32,130,0.547,1,0,1,0
Pune,Maharashtra,Sarasbaug,park,adventure,480,26.86,70,0.503,1,1,1,1
Delhi,Delhi,Lotus Temple,religious,nature,300,5.54,65,0.349,1,1,1,1
Srinagar,Jammu and Kashmir,Mughal Gardens,garden,food,180,11.71,80,0.061,1,1,1,1
Nashik,Maharashtra,Saptashrungi Temple,religious,explore,300,16.99,155,0.382,1,1,1,1
Gangtok,Sikkim,Tsomgo Lake,lake,relax,480,4.19,160,0.425,1,1,1,1
Ahmedabad,Gujarat,Lothal,historic,relax,30,2.07,175,0.305,1,0,1,0
Gangtok,Sikkim,Tashi View Point,viewpoint,adventure,120,3.23,55,0.154,1,1,1,1
Gangtok,Sikkim,Tashi View Point,viewpoint,culture,480,33.09,50,0.22,1,1,1,1
Goa,Goa,Dudhsagar Falls,nature,adventure,60,1.12,275,0.935,1,0,1,1
Jaipur,Rajasthan,Jal Mahal,viewpoint,relax,480,28.63,50,0.933,1,1,1,1
Bengaluru,Karnataka,Bangalore Palace,historic,adventure,30,1.74,70,0.387,0,0,1,0
Goa,Goa,Fort Aguada,fort,explore,300,18.97,120,0.883,1,1,1,1
Darjeeling,West Bengal,Darjeeling Himalayan Railway,historic,explore,180,1.1,135,0.96,1,1,1,1
Lucknow,Uttar Pradesh,Chota Imambara,historic,food,60,0.96,95,0.196,1,0,1,0
Ahmedabad,Gujarat,Sabarmati Ashram,historic,adventure,120,1.17,85,0.306,1,1,1,1
Jaipur,Rajasthan,Nahargarh Fort,fort,adventure,60,4.38,115,0.878,1,0,1,1
Ahmedabad,Gujarat,Adalaj Stepwell,historic,adventure,30,2.23,65,0.264,0,0,1,0
Ahmedabad,Gujarat,Kankaria Lake,nature,explore,60,1.07,75,0.787,1,0,1,1
Mysuru,Karnataka,Chamundi Hill,nature,explore,300,1.54,140,0.119,1,1,1,0
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,food,480,23.25,85,0.178,0,1,1,0
Hyderabad,Telangana,Salar Jung Museum,museum,explore,480,22.42,125,0.774,1,1,1,1
Varanasi,Uttar Pradesh,Assi Ghat,religious,nature,60,3.97,80,0.345,1,0,1,0
Gangtok,Sikkim,Tashi View Point,viewpoint,nature,180,9.78,60,0.949,1,1,1,1
Kolkata,West Bengal,Victoria Memorial,historic,relax,120,4.68,105,0.323,1,1,1,1
Srinagar,Jammu and Kashmir,Mughal Gardens,garden,culture,300,4.97,85,0.333,0,1,1,0
Mysuru,Karnataka,Mysuru Zoo,nature,nature,30,0.49,145,0.811,1,0,1,1
Jaipur,Rajasthan,Hawa Mahal,historic,culture,180,11.96,50,0.746,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,culture,300,19.56,140,0.481,1,1,1,1
Hampi,Karnataka,Vittala Temple,historic,culture,180,1.11,95,0.761,1,1,1,1
Hampi,Karnataka,Hampi Bazaar,historic,relax,480,14.77,65,0.225,1,1,1,1
Bengaluru,Karnataka,Bangalore Palace,historic,culture,60,1.42,100,0.788,1,0,1,1
Srinagar,Jammu and Kashmir,Mughal Gardens,garden,explore,30,2.28,95,0.129,1,0,1,0
Nashik,Maharashtra,Trimbakeshwar Temple,religious,culture,180,10.38,125,0.829,1,1,1,1
Delhi,Delhi,Red Fort,historic,explore,60,3.76,105,0.775,1,0,1,1
Goa,Goa,Basilica of Bom Jesus,religious,culture,30,1.74,70,0.939,1,0,1,1
Jaipur,Rajasthan,Jal Mahal,viewpoint,nature,480,6.41,45,0.305,1,1,1,1
Jaipur,Rajasthan,Nahargarh Fort,fort,explore,120,3.7,140,0.859,1,0,1,1
Mumbai,Maharashtra,Gateway of India,historic,relax,60,3.44,85,0.143,1,0,1,0
Delhi,Delhi,Humayun's Tomb,historic,relax,120,4.25,105,0.926,1,1,1,1
Delhi,Delhi,Humayun's Tomb,historic,nature,480,34.44,90,0.46,1,1,1,1
Goa,Goa,Basilica of Bom Jesus,religious,nature,480,10.43,90,0.169,1,1,1,1
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,explore,120,2.75,80,0.755,1,1,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,explore,30,1.14,135,0.903,1,0,1,1
Mumbai,Maharashtra,Gateway of India,historic,relax,180,2.48,95,0.494,1,1,1,1
Varanasi,Uttar Pradesh,Kashi Vishwanath Temple,religious,nature,300,9.81,80,0.291,1,1,1,1
Ahmedabad,Gujarat,Sidi Saiyyed Mosque,religious,relax,180,2.5,60,0.165,1,1,1,0
Mumbai,Maharashtra,Juhu Beach,beach,adventure,60,2.56,100,0.495,1,0,1,0
Agra,Uttar Pradesh,Agra Fort,fort,culture,480,33.93,130,0.963,1,1,1,1
Kolkata,West Bengal,Maidan,park,food,30,2.27,80,0.347,1,0,1,0
Darjeeling,West Bengal,Darjeeling Himalayan Railway,historic,relax,300,16.97,170,0.148,1,1,1,0
Gangtok,Sikkim,Rumtek Monastery,religious,food,300,18.2,95,0.243,1,1,1,1
Hampi,Karnataka,Hampi Bazaar,historic,adventure,60,0.87,80,0.462,1,0,1,0
Bengaluru,Karnataka,Cubbon Park,park,culture,120,0.8,70,0.162,1,1,1,1
Jaipur,Rajasthan,Nahargarh Fort,fort,food,30,2.6,95,0.205,1,0,1,0
Agra,Uttar Pradesh,Mehtab Bagh,garden,explore,30,1.39,85,0.426,1,0,1,0
Hyderabad,Telangana,Hussain Sagar Lake,nature,adventure,60,3.19,85,0.208,1,0,1,0
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,relax,180,8.57,155,0.859,1,1,1,1
Chennai,Tamil Nadu,Fort St George,historic,explore,120,3.57,70,0.867,1,1,1,1
Delhi,Delhi,India Gate,monument,adventure,300,2.6,55,0.34,1,1,1,1
Nagpur,Maharashtra,Khindsi Lake,nature,adventure,30,2.65,85,0.515,1,0,1,0
Mumbai,Maharashtra,Juhu Beach,beach,explore,180,2.07,95,0.765,1,1,1,1
Mumbai,Maharashtra,Marine Drive,viewpoint,relax,120,3.22,70,0.887,1,1,1,1
Srinagar,Jammu and Kashmir,Mughal Gardens,garden,relax,300,0.63,80,0.784,1,1,1,1
Nagpur,Maharashtra,Ramtek Fort Temple,fort,culture,180,9.18,145,0.844,1,1,1,1
Kolkata,West Bengal,St. Paul's Cathedral,religious,nature,120,2.83,65,0.405,1,1,1,1
Varanasi,Uttar Pradesh,Assi Ghat,religious,explore,30,1.94,80,0.815,1,0,1,1
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,explore,30,1.13,155,0.97,1,0,1,1
Hyderabad,Telangana,Hussain Sagar Lake,nature,relax,480,26.11,85,0.902,1,1,1,1
Delhi,Delhi,Lodhi Garden,garden,food,480,9.44,75,0.279,1,1,1,1
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,food,120,3.27,105,0.292,0,1,1,0
Ahmedabad,Gujarat,Sabarmati Ashram,historic,relax,120,3.15,105,0.732,1,1,1,1
Mumbai,Maharashtra,Gateway of India,historic,explore,480,6.13,80,0.76,0,1,1,1
Lucknow,Uttar Pradesh,Bara Imambara,historic,relax,180,4.54,120,0.36,0,1,1,0
Hyderabad,Telangana,Hussain Sagar Lake,nature,relax,180,7.74,65,0.733,1,1,1,1
Goa,Goa,Basilica of Bom Jesus,religious,culture,300,4.35,60,0.816,0,1,1,1
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,food,120,4.42,50,0.184,1,1,1,1
Darjeeling,West Bengal,Tiger Hill,viewpoint,culture,120,3.43,110,0.112,1,1,1,1
Agra,Uttar Pradesh,Mehtab Bagh,garden,culture,180,1.07,65,0.216,1,1,1,1
Srinagar,Jammu and Kashmir,Dal Lake,lake,culture,60,3.17,115,0.138,1,0,1,0
Ahmedabad,Gujarat,Adalaj Stepwell,historic,food,30,0.78,75,0.196,1,0,1,0
Varanasi,Uttar Pradesh,Assi Ghat,religious,culture,480,4.76,85,0.964,1,1,1,1
Varanasi,Uttar Pradesh,Assi Ghat,religious,nature,300,12.66,65,0.219,1,1,1,1
Nagpur,Maharashtra,Khindsi Lake,nature,explore,180,0.42,105,0.109,1,1,1,1
Hyderabad,Telangana,Charminar,historic,food,120,6.03,80,0.248,1,1,1,0
Jaipur,Rajasthan,City Palace,historic,relax,480,6.44,140,0.339,1,1,1,1
Srinagar,Jammu and Kashmir,Dal Lake,lake,nature,480,19.97,115,0.977,1,1,1,1
Agra,Uttar Pradesh,Taj Mahal,historic,adventure,480,29.63,140,0.244,1,1,1,1
Agra,Uttar Pradesh,Akbar's Tomb,historic,culture,480,23.09,90,0.92,1,1,1,1
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,explore,120,5.48,60,0.302,1,1,1,1
Gangtok,Sikkim,Rumtek Monastery,religious,food,60,3.43,115,0.375,1,0,1,0
Ahmedabad,Gujarat,Adalaj Stepwell,historic,nature,120,7.4,70,0.486,1,1,1,1
Chennai,Tamil Nadu,Government Museum Chennai,museum,culture,120,1.3,115,0.963,1,1,1,1
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,adventure,300,5.05,130,0.436,1,1,1,1
Lucknow,Uttar Pradesh,Residency Lucknow,historic,relax,60,0.49,95,0.142,1,0,1,0
Kolkata,West Bengal,Howrah Bridge,monument,relax,120,4.9,45,0.441,1,1,1,1
Delhi,Delhi,Qutub Minar,historic,adventure,180,3.59,115,0.278,1,1,1,1
Pune,Maharashtra,Sarasbaug,park,relax,120,7.64,65,0.75,1,1,1,1
Hampi,Karnataka,Vittala Temple,historic,nature,120,1.03,135,0.226,1,0,1,0
Nagpur,Maharashtra,Seminary Hill,nature,culture,120,4.9,50,0.237,1,1,1,1
Pune,Maharashtra,Sarasbaug,park,food,480,11.74,60,0.196,1,1,1,1
Pune,Maharashtra,Sinhagad Fort,fort,relax,300,2.5,180,0.334,1,1,1,1
Hampi,Karnataka,Hampi Bazaar,historic,relax,30,1.39,85,0.308,1,0,1,0
Mumbai,Maharashtra,Juhu Beach,beach,relax,60,3.61,80,0.799,1,0,1,1
Chennai,Tamil Nadu,Fort St George,historic,explore,480,25.94,75,0.736,1,1,1,1
Goa,Goa,Palolem Beach,beach,food,300,6.89,125,0.386,1,1,1,1
Jaipur,Rajasthan,Amber Fort,fort,explore,60,2.76,155,0.786,1,0,1,1
Chennai,Tamil Nadu,Fort St George,historic,food,300,19.98,100,0.347,1,1,1,1
Hampi,Karnataka,Matanga Hill,nature,relax,30,1.61,135,0.318,1,0,1,0
Pune,Maharashtra,Raja Dinkar Kelkar Museum,museum,explore,180,5.18,105,0.794,1,1,1,1
Kolkata,West Bengal,St. Paul's Cathedral,religious,culture,180,3.45,55,0.94,1,1,1,1
Pune,Maharashtra,Shaniwar Wada,historic,explore,60,3.13,85,0.817,0,0,1,0
Mysuru,Karnataka,Mysore Palace,historic,relax,180,5.13,135,0.145,1,1,1,1
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,nature,60,2.27,205,0.835,1,0,1,1
Pune,Maharashtra,Shaniwar Wada,historic,culture,60,1.04,65,0.809,0,0,1,1
Nagpur,Maharashtra,Seminary Hill,nature,explore,30,2.37,55,0.484,1,0,1,0
Lucknow,Uttar Pradesh,Residency Lucknow,historic,food,480,26.53,80,0.258,1,1,1,1
Pune,Maharashtra,Aga Khan Palace,historic,adventure,300,4.62,95,0.188,1,1,1,1
Hampi,Karnataka,Vittala Temple,historic,explore,60,4.14,135,0.911,1,0,1,1
Nashik,Maharashtra,Pandavleni Caves,historic,nature,120,0.48,125,0.546,1,0,1,0
Chennai,Tamil Nadu,Fort St George,historic,explore,300,14.47,95,0.904,1,1,1,1
Srinagar,Jammu and Kashmir,Pari Mahal,historic,adventure,180,5.98,80,0.157,1,1,1,1
Ahmedabad,Gujarat,Kankaria Lake,nature,relax,60,2.79,90,0.915,1,0,1,1
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,culture,180,6.66,65,0.133,1,1,1,1
Hyderabad,Telangana,Hussain Sagar Lake,nature,nature,30,2.87,80,0.925,1,0,1,1
Srinagar,Jammu and Kashmir,Pari Mahal,historic,relax,480,31.51,90,0.741,1,1,1,1
Lucknow,Uttar Pradesh,Residency Lucknow,historic,nature,60,3.11,100,0.353,1,0,1,0
Hyderabad,Telangana,Golconda Fort,fort,relax,300,13.41,160,0.434,1,1,1,1
Amritsar,Punjab,Jallianwala Bagh,historic,food,480,24.36,85,0.319,1,1,1,0
Pune,Maharashtra,Aga Khan Palace,historic,food,300,1.27,85,0.163,1,1,1,1
Nashik,Maharashtra,Saptashrungi Temple,religious,relax,480,20.31,125,0.48,1,1,1,1
Nagpur,Maharashtra,Deekshabhoomi,monument,culture,30,2.31,70,0.917,1,0,1,1
Pune,Maharashtra,Sinhagad Fort,fort,culture,300,17.84,210,0.926,1,1,1,1
Jaipur,Rajasthan,Hawa Mahal,historic,explore,180,2.67,65,0.952,1,1,1,1
Agra,Uttar Pradesh,Akbar's Tomb,historic,nature,180,2.57,85,0.22,1,1,1,1
Lucknow,Uttar Pradesh,Bara Imambara,historic,culture,480,9.39,105,0.857,0,1,1,1
Mumbai,Maharashtra,Marine Drive,viewpoint,explore,180,3.66,55,0.892,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,culture,480,8.28,105,0.493,1,1,1,1
Goa,Goa,Palolem Beach,beach,adventure,180,5.71,165,0.506,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,food,60,2.09,120,0.13,1,0,1,0
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,relax,180,5.99,90,0.848,1,1,1,1
Mumbai,Maharashtra,Elephanta Caves,historic,relax,120,1.14,170,0.378,1,0,1,0
Jaipur,Rajasthan,Jal Mahal,viewpoint,nature,30,0.56,45,0.395,1,0,1,0
Ahmedabad,Gujarat,Adalaj Stepwell,historic,relax,180,1.67,80,0.233,1,1,1,1
Jaipur,Rajasthan,Hawa Mahal,historic,relax,480,23.54,55,0.42,0,1,1,0
Lucknow,Uttar Pradesh,Bara Imambara,historic,adventure,60,3.54,140,0.314,1,0,1,0
Jaipur,Rajasthan,Amber Fort,fort,food,30,0.78,170,0.063,1,0,1,0
Amritsar,Punjab,Wagah Border,monument,relax,300,15.93,185,0.477,1,1,1,1
Nashik,Maharashtra,Anjaneri Hills,nature,relax,120,3.85,185,0.514,1,0,1,0
Agra,Uttar Pradesh,Akbar's Tomb,historic,adventure,120,4.57,75,0.136,1,1,1,1
Pune,Maharashtra,Sarasbaug,park,relax,480,1.51,65,0.817,1,1,1,1
Delhi,Delhi,Red Fort,historic,food,300,9.78,120,0.322,1,1,1,1
Goa,Goa,Baga Beach,beach,explore,180,4.34,140,0.754,1,1,1,1
Goa,Goa,Baga Beach,beach,nature,60,1.57,130,0.204,1,0,1,0
Nagpur,Maharashtra,Deekshabhoomi,monument,nature,30,2.63,55,0.195,1,0,1,0
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,food,300,9.69,60,0.052,1,1,1,1
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,nature,180,6.53,75,0.196,1,1,1,1
Mumbai,Maharashtra,Hanging Gardens,garden,adventure,300,5.98,70,0.206,1,1,1,1
Nashik,Maharashtra,Anjaneri Hills,nature,explore,300,1.52,210,0.24,1,1,1,0
Pune,Maharashtra,Raja Dinkar Kelkar Museum,museum,nature,300,15.09,80,0.153,1,1,1,1
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,food,30,1.89,65,0.309,0,0,1,0
